timestamp,human_readable_date,value,context
1576852073401,2019-12-20 11:27:53,-119.0,b'{}'
1576851350559,2019-12-20 11:15:50,-121.0,b'{}'
1576850628311,2019-12-20 11:03:48,-131.0,b'{}'
1576849905233,2019-12-20 10:51:45,-122.0,b'{}'
1576849181829,2019-12-20 10:39:41,-126.0,b'{}'
1576848459073,2019-12-20 10:27:39,-126.0,b'{}'
1576847736326,2019-12-20 10:15:36,-118.0,b'{}'
1576847013524,2019-12-20 10:03:33,-132.0,b'{}'
1576846290817,2019-12-20 09:51:30,-119.0,b'{}'
1576845570944,2019-12-20 09:39:30,-130.0,b'{}'
1576844845031,2019-12-20 09:27:25,-118.0,b'{}'
1576844122080,2019-12-20 09:15:22,-121.0,b'{}'
1576843399375,2019-12-20 09:03:19,-118.0,b'{}'
1576842678228,2019-12-20 08:51:18,-119.0,b'{}'
1576841953680,2019-12-20 08:39:13,-118.0,b'{}'
1576841230976,2019-12-20 08:27:10,-122.0,b'{}'
1576840508234,2019-12-20 08:15:08,-119.0,b'{}'
1576839785394,2019-12-20 08:03:05,-119.0,b'{}'
1576839062633,2019-12-20 07:51:02,-116.0,b'{}'
1576838339438,2019-12-20 07:38:59,-119.0,b'{}'
1576837616760,2019-12-20 07:26:56,-117.0,b'{}'
1576836893943,2019-12-20 07:14:53,-120.0,b'{}'
1576836171133,2019-12-20 07:02:51,-117.0,b'{}'
1576835448412,2019-12-20 06:50:48,-119.0,b'{}'
1576834725631,2019-12-20 06:38:45,-118.0,b'{}'
1576834003583,2019-12-20 06:26:43,-122.0,b'{}'
1576833280077,2019-12-20 06:14:40,-119.0,b'{}'
1576832557400,2019-12-20 06:02:37,-117.0,b'{}'
1576831870818,2019-12-20 05:51:10,-117.0,b'{}'
1576831111418,2019-12-20 05:38:31,-119.0,b'{}'
1576830388574,2019-12-20 05:26:28,-120.0,b'{}'
1576829665702,2019-12-20 05:14:25,-122.0,b'{}'
1576828943024,2019-12-20 05:02:23,-120.0,b'{}'
1576828220161,2019-12-20 04:50:20,-124.0,b'{}'
1576827503719,2019-12-20 04:38:23,-123.0,b'{}'
1576826774437,2019-12-20 04:26:14,-121.0,b'{}'
1576826051677,2019-12-20 04:14:11,-117.0,b'{}'
1576825328917,2019-12-20 04:02:08,-121.0,b'{}'
1576824605717,2019-12-20 03:50:05,-120.0,b'{}'
1576823882976,2019-12-20 03:38:02,-121.0,b'{}'
1576823160486,2019-12-20 03:26:00,-118.0,b'{}'
1576822437411,2019-12-20 03:13:57,-120.0,b'{}'
1576821714692,2019-12-20 03:01:54,-120.0,b'{}'
1576820991762,2019-12-20 02:49:51,-131.0,b'{}'
1576820269095,2019-12-20 02:37:49,-120.0,b'{}'
1576819546071,2019-12-20 02:25:46,-121.0,b'{}'
1576818823212,2019-12-20 02:13:43,-120.0,b'{}'
1576818101270,2019-12-20 02:01:41,-119.0,b'{}'
1576817377591,2019-12-20 01:49:37,-119.0,b'{}'
1576816654823,2019-12-20 01:37:34,-124.0,b'{}'
1576815932025,2019-12-20 01:25:32,-119.0,b'{}'
1576815209206,2019-12-20 01:13:29,-123.0,b'{}'
1576814486486,2019-12-20 01:01:26,-121.0,b'{}'
1576813763618,2019-12-20 00:49:23,-121.0,b'{}'
1576813040740,2019-12-20 00:37:20,-121.0,b'{}'
1576812318908,2019-12-20 00:25:18,-121.0,b'{}'
1576811594871,2019-12-20 00:13:14,-120.0,b'{}'
1576810871872,2019-12-20 00:01:11,-131.0,b'{}'
1576810149235,2019-12-19 23:49:09,-120.0,b'{}'
1576809426325,2019-12-19 23:37:06,-132.0,b'{}'
